review_id,review_text,sentiment,customer_segment,friction_points,confidence
89ee8aa1-0671-4d71-aa43-dcd8625c75a3,"Not happy with the platform fees at all",positive,app_user,"wishlist_limit, app_performance",0.8410967246177163
32ba30e6-d206-4048-8b5d-0bcda793fa15,"Worst app, it show ""wishlist has reached the maximum limit"", no other shopping app show such limitat",negative,app_user,"wishlist_limit, app_performance",0.7040099945758411
7f069ed6-5ad4-4e28-b914-702cdd474b24,"Idk what the heck is wrong with myntra lately",neutral,app_user,"wishlist_limit, app_performance, technical_bug",0.9278173413542994
b59a21a5-a587-4c80-8b08-7bce40b05c25,"Would have given this app 5 ⭐ if they had a button to quickly access the wishlist instead of having ",neutral,app_user,"wishlist_limit, app_performance",0.856878271834566
eca063cb-6ba1-4044-bd23-97b5680233fe,"Myntra App has now become my one stop shop for all the all type clothes, shoes and other accessories",positive,price_sensitive,"wishlist_limit, price_increase, app_performance",0.8603993752304961
42efa78a-dd67-4997-9bf1-b2b5772fb5b6,"Selling used clothes at discounted prices",positive,new_customer,"wishlist_limit, price_increase, delivery_delay, app_performance, payment_issue, return_process",0.8086346930419032
47e12e4e-cb3f-4c00-bc78-de5fcd40b042,"Way too slow to operate",neutral,app_user,"wishlist_limit, delivery_delay, app_performance",0.9197516311446796
28a0f06e-325c-4155-8842-961494aac709,"Tricksters",neutral,price_sensitive,"wishlist_limit, price_increase, app_performance",0.7507422608566174
e83a572d-15da-4c6c-b0bb-b2ae3001411d,"I've an issue regarding personalised ads",neutral,app_user,"wishlist_limit, app_performance, technical_bug",0.9122403992865149
7b6030a3-8e5f-43d8-900c-a730a20665ae,"I am unable to login",neutral,repeat_buyer,"wishlist_limit, app_performance, stock_management, product_info",0.7523433945171513
c99bc775-1a2b-4e5c-bd82-9462440380ba,"Amazing user experience, ease in buying and returning products, hassle-free wishlisting feature Mynt",positive,quality_conscious,"wishlist_limit, poor_quality, return_process",0.8621244636842492
8e5f674f-1961-4dba-91d6-7aa915a9a710,"From last 5 years I am enjoying your service",neutral,price_sensitive,"price_increase, customer_support",0.7338602272342953
a7a43903-ef9f-4c0e-a489-264889a072af,"1",neutral,repeat_buyer,"wishlist_limit, return_process, stock_management, size_fit",0.746687712354954
9f6dcddc-2a72-4021-8cb7-6ca3aeb1ae27,"They don't show buyers review and their pics",negative,price_sensitive,"wishlist_limit, price_increase, stock_management",0.7850341723351317
8c77e8fe-c28b-414b-b392-cd7bf6e1e814,"The app is quite slow and takes a while to load your wishlist and cart",positive,app_user,"wishlist_limit, delivery_delay, app_performance, technical_bug",0.9182480589988294
056cf023-f1f6-472c-8ff9-c7dcc74b9d48,"I have saved a few items in their shopping bag since the longest time",neutral,app_user,"stock_management, technical_bug",0.8963090674735843
c1620c8d-fa52-470e-a552-20247fc127b5,"Get a grip on the constant price change of the items",neutral,price_sensitive,"price_increase, app_performance, stock_management, technical_bug",0.7385700521327241
dc34a2f0-76d4-44be-9f3f-be5bbfa6fdd2,"I loved Myntra so much but since 5 to 6 months I can't add anything to my wishlist",positive,app_user,"wishlist_limit, app_performance, stock_management",0.9388605506769143
b681a316-2f28-4c50-8bf0-7ac69ed4eacd,"So, the site is great in terms of the choices it offers, but there are a lot of glitches",positive,price_sensitive,"delivery_delay, app_performance, stock_management, technical_bug",0.8759721459654161
0544e03d-5273-4a5b-8512-14dd7d66b82e,"The app isn't working from past 8 months",neutral,app_user,"wishlist_limit, app_performance, stock_management",0.7681905156772204
33680aff-bcc5-4963-a60e-ed82c34d2bcd,"At first the app was working very well but now there has been many issues that are arising",neutral,new_customer,"wishlist_limit, app_performance, technical_bug",0.7833613468263994
fca147f7-a79d-436e-b6a0-fc005e4fa6b6,"I'm using this for years now",neutral,quality_conscious,"wishlist_limit, delivery_delay, poor_quality, app_performance, return_process, customer_support, stock_management, technical_bug",0.8449103510151277
386ef80c-ade0-445f-93dd-61bd79f915e5,"I don't like some of the technical issues of Myntra like",neutral,app_user,"wishlist_limit, app_performance, payment_issue, technical_bug",0.7894361318398924
543c8610-b263-462c-b482-68934b04b221,"I've a suggestion to make",neutral,repeat_buyer,"wishlist_limit, size_fit",0.8727362125056422
10caebdb-a01d-4ee8-984e-f41008040a6d,"Loved it , the coupens the prices, i have saved a lot of money",positive,price_sensitive,"price_increase, payment_issue",0.7579446200432727
2c5a7646-7b3f-45de-a9c1-013590a1d5a9,"I like the products catalogue,delivery ,payment options n all but lately with too much updates the a",neutral,app_user,"wishlist_limit, delivery_delay, app_performance, payment_issue, stock_management, technical_bug",0.8717249793496171
b027ca00-074c-4c96-8881-479279eebf02,"The functioning of the app is very terrible",negative,repeat_buyer,"wishlist_limit, app_performance, technical_bug",0.8756953940950114
4fb8f416-1ec4-4531-807b-dd49261a34f6,"It used to be a nice shopping application but lately I cannot zoom into pictures or even open them",positive,price_sensitive,"wishlist_limit, price_increase, poor_quality, app_performance, technical_bug",0.736871141979788
6700ee0b-0716-420b-92ba-043931557d9d,"Half of the things in this app does not work",positive,new_customer,"wishlist_limit, app_performance",0.7047649912056115
fdda0362-5fc6-45bb-bd6d-e4a5066c9f38,"My experience is good",positive,app_user,"wishlist_limit, size_fit",0.9067133172586859
429f6103-9b28-4aa6-b4c2-a3ef44df55f5,"I gave 4 stars just because of brands available at myntra",negative,quality_conscious,"wishlist_limit, price_increase, delivery_delay, app_performance, stock_management",0.764982699902889
b7a817b2-10bb-411a-b2ba-b2a300ce19d6,"Hi",neutral,app_user,"app_performance, stock_management",0.7135271731979526
7f35abf5-09ad-4226-8c81-f42457d8e66a,"Problem with login itself",neutral,repeat_buyer,"wishlist_limit, return_process",0.7399042190457582
9ddc96a6-b3f7-4c06-bd63-6ca0e2f6c4b8,"Love the small customer friendly features on the app like you can categorise your wishlist, you can ",positive,app_user,"wishlist_limit, app_performance, stock_management, size_fit, technical_bug",0.70757122444629
ad495e5d-43af-4f28-bf84-2282da46a4a7,"Whenever I am clicking Shopping bag, it shows the numner of products which I have saved but it doesn",neutral,app_user,"app_performance, technical_bug",0.7354177666999914
2b7a0830-3305-48b8-a3df-1ad244d8da1c,"Very bad experience with the app",negative,quality_conscious,"wishlist_limit, app_performance, return_process, product_info",0.7257861979643754
b7537f4a-8082-437c-8b7c-559ba5e05a0d,"The app becomes sort of slow when we look at all customer photos",neutral,quality_conscious,"wishlist_limit, delivery_delay, app_performance, stock_management",0.8445116305085181
2d97b805-d7e3-464e-88ba-884939582684,"Myntra used to be a go to online shopping app earlier but over the past few months it hangs constant",neutral,new_customer,"wishlist_limit, app_performance, technical_bug",0.8246464837161023
